"",BBK01.OU0115,BBK01.OU0115_FLAGS,BBK01.OU0116,BBK01.OU0116_FLAGS,BBK01.OU0123,BBK01.OU0123_FLAGS,BBK01.OU0175,BBK01.OU0175_FLAGS,BBK01.OU0176,BBK01.OU0176_FLAGS,BBK01.OU0355,BBK01.OU0355_FLAGS,BBK01.OU0138,BBK01.OU0138_FLAGS,BBK01.OU0139,BBK01.OU0139_FLAGS,BBK01.OU0142,BBK01.OU0142_FLAGS,BBK01.OUA185,BBK01.OUA185_FLAGS,BBK01.OUA186,BBK01.OUA186_FLAGS,BBK01.OV0115,BBK01.OV0115_FLAGS,BBK01.OV0116,BBK01.OV0116_FLAGS,BBK01.OV0123,BBK01.OV0123_FLAGS,BBK01.OV0175,BBK01.OV0175_FLAGS,BBK01.OV0176,BBK01.OV0176_FLAGS,BBK01.OV0355,BBK01.OV0355_FLAGS,BBK01.OV0138,BBK01.OV0138_FLAGS,BBK01.OV0139,BBK01.OV0139_FLAGS,BBK01.OV0142,BBK01.OV0142_FLAGS,BBK01.OVA185,BBK01.OVA185_FLAGS,BBK01.OVA186,BBK01.OVA186_FLAGS,BBK01.OUA187,BBK01.OUA187_FLAGS,BBK01.OU0184,BBK01.OU0184_FLAGS,BBK01.OU0178,BBK01.OU0178_FLAGS,BBK01.OUA188,BBK01.OUA188_FLAGS,BBK01.OU0179,BBK01.OU0179_FLAGS,BBK01.OUA189,BBK01.OUA189_FLAGS,BBK01.OUA190,BBK01.OUA190_FLAGS,BBK01.OU0144,BBK01.OU0144_FLAGS,BBK01.OU0149,BBK01.OU0149_FLAGS,BBK01.OU0337,BBK01.OU0337_FLAGS,BBK01.OU0307,BBK01.OU0307_FLAGS,BBK01.OU0150,BBK01.OU0150_FLAGS,BBK01.OVA187,BBK01.OVA187_FLAGS,BBK01.OV0184,BBK01.OV0184_FLAGS,BBK01.OV0178,BBK01.OV0178_FLAGS,BBK01.OVA188,BBK01.OVA188_FLAGS,BBK01.OV0179,BBK01.OV0179_FLAGS,BBK01.OVA189,BBK01.OVA189_FLAGS,BBK01.OVA190,BBK01.OVA190_FLAGS,BBK01.OV0144,BBK01.OV0144_FLAGS,BBK01.OV0149,BBK01.OV0149_FLAGS,BBK01.OV0337,BBK01.OV0337_FLAGS,BBK01.OV0307,BBK01.OV0307_FLAGS,BBK01.OV0150,BBK01.OV0150_FLAGS
2016-10,3281.010,,2828.779,,269.722,,212.601,,211.958,,0.643,,57.121,,56.136,,0.985,,3011.288,,2512.347,,6.963,,8.585,,1.124,,-1.489,,-1.635,,0.146,,2.613,,2.730,,-0.117,,5.839,,9.434,,2290.507,,261.520,,2028.987,,221.840,,17.341,,498.941,,270.178,,24.429,,245.749,,228.763,,-,Nothing exists,1.772,,6.762,,0.537,,6.225,,2.672,,-0.150,,-3.595,,0.728,,-0.943,,1.671,,-4.323,,-,Nothing exists,-0.008,
2016-11,3293.081,,2840.194,,268.049,,216.335,,215.803,,0.532,,51.714,,50.957,,0.757,,3025.032,,2525.501,,12.071,,11.415,,-1.673,,3.734,,3.845,,-0.111,,-5.407,,-5.179,,-0.228,,13.744,,13.029,,2302.519,,263.974,,2038.545,,222.982,,17.290,,499.531,,270.915,,24.318,,246.597,,228.616,,-,Nothing exists,1.776,,11.887,,2.449,,9.438,,1.142,,-0.051,,0.715,,0.862,,-0.106,,0.968,,-0.147,,-,Nothing exists,0.004,
2016-12,3274.332,,2824.172,,248.569,,205.715,,205.427,,0.288,,42.854,,42.784,,0.070,,3025.763,,2529.955,,-18.954,,-16.227,,-18.990,,-10.110,,-9.866,,-0.244,,-8.880,,-8.193,,-0.687,,0.036,,3.809,,2306.514,,264.126,,2042.388,,223.441,,17.326,,495.808,,269.447,,23.905,,245.542,,226.361,,-,Nothing exists,1.754,,3.350,,-0.543,,3.893,,0.459,,0.036,,-3.773,,-1.518,,-0.413,,-1.105,,-2.255,,-,Nothing exists,-0.022,
2017-01,3277.677,,2831.469,,252.078,,208.591,,207.955,,0.636,,43.487,,43.276,,0.211,,3025.599,,2535.284,,3.345,,7.297,,3.509,,2.876,,2.528,,0.348,,0.633,,0.492,,0.141,,-0.164,,5.329,,2311.301,,264.460,,2046.841,,223.983,,18.588,,490.315,,268.937,,24.197,,244.740,,221.378,,-,Nothing exists,1.727,,4.787,,0.334,,4.453,,0.542,,1.262,,-5.493,,-0.510,,0.292,,-0.802,,-4.983,,-,Nothing exists,-0.027,
2017-02,3279.041,,2837.079,,252.807,,209.748,,209.053,,0.695,,43.059,,42.932,,0.127,,3026.234,,2541.538,,1.364,,5.610,,0.729,,1.157,,1.098,,0.059,,-0.428,,-0.344,,-0.084,,0.635,,6.194,,2316.466,,263.203,,2053.263,,225.072,,18.535,,484.696,,268.628,,24.955,,243.673,,216.068,,-,Nothing exists,1.726,,5.105,,-1.257,,6.362,,1.089,,-0.053,,-5.559,,-0.249,,0.758,,-1.007,,-5.310,,-,Nothing exists,-0.001,
2017-03,3283.040,,2840.882,,252.659,,212.611,,211.784,,0.827,,40.048,,39.846,,0.202,,3030.381,,2547.472,,3.924,,3.728,,-0.223,,2.788,,2.656,,0.132,,-3.011,,-3.086,,0.075,,4.147,,5.934,,2321.976,,264.379,,2057.597,,225.496,,18.416,,482.909,,267.276,,24.618,,242.658,,215.633,,-,Nothing exists,1.706,,5.510,,1.171,,4.339,,0.424,,-0.119,,-1.787,,-1.352,,-0.337,,-1.015,,-0.435,,-,Nothing exists,-0.020,
2017-04,3288.929,,2848.981,,253.696,,210.619,,209.823,,0.796,,43.077,,42.784,,0.293,,3035.233,,2558.073,,5.889,,8.099,,1.037,,-1.992,,-1.961,,-0.031,,3.029,,2.938,,0.091,,4.852,,10.601,,2331.249,,265.353,,2065.896,,226.824,,18.366,,477.160,,265.125,,23.594,,241.531,,212.035,,-,Nothing exists,1.698,,9.273,,0.974,,8.299,,1.328,,-0.050,,-5.749,,-2.151,,-1.024,,-1.127,,-3.598,,-,Nothing exists,-0.008,
2017-05,3292.857,,2851.494,,249.324,,210.961,,210.021,,0.940,,38.363,,37.547,,0.816,,3043.533,,2568.772,,3.928,,2.513,,-4.027,,0.652,,0.508,,0.144,,-4.679,,-5.202,,0.523,,7.955,,7.814,,2342.604,,266.182,,2076.422,,226.168,,18.337,,474.761,,261.322,,23.362,,237.960,,213.439,,-,Nothing exists,1.697,,8.470,,0.789,,7.681,,-0.656,,-0.029,,0.141,,-1.263,,-0.197,,-1.066,,1.404,,-,Nothing exists,-0.001,
2017-06,3296.843,,2856.107,,251.140,,214.145,,213.546,,0.599,,36.995,,36.459,,0.536,,3045.703,,2577.673,,3.986,,4.613,,1.891,,3.259,,3.600,,-0.341,,-1.368,,-1.088,,-0.280,,2.095,,8.771,,2346.122,,267.394,,2078.728,,231.551,,18.027,,468.030,,259.980,,23.027,,236.953,,208.050,,-,Nothing exists,1.628,,3.388,,1.197,,2.191,,5.383,,-0.310,,-6.676,,-1.287,,-0.335,,-0.952,,-5.389,,-,Nothing exists,-0.069,
2017-07,3302.455,,2865.489,,249.360,,210.206,,209.548,,0.658,,39.154,,38.829,,0.325,,3053.095,,2589.182,,5.612,,9.382,,-1.780,,-3.939,,-3.998,,0.059,,2.159,,2.370,,-0.211,,7.392,,11.369,,2357.688,,268.332,,2089.356,,231.494,,17.997,,463.913,,259.424,,23.138,,236.286,,204.489,,-,Nothing exists,1.637,,11.426,,0.988,,10.438,,-0.057,,-0.030,,-3.977,,-0.416,,0.111,,-0.527,,-3.561,,-,Nothing exists,0.009,
2017-08,3308.893,,2869.570,,242.777,,207.593,,207.001,,0.592,,35.184,,35.001,,0.183,,3066.116,,2601.238,,6.438,,4.081,,-6.573,,-2.603,,-2.537,,-0.066,,-3.970,,-3.828,,-0.142,,13.011,,12.046,,2369.213,,269.388,,2099.825,,232.025,,17.981,,464.878,,258.355,,22.877,,235.478,,206.523,,-,Nothing exists,1.629,,11.515,,1.121,,10.394,,0.531,,-0.016,,0.965,,-1.069,,-0.251,,-0.818,,2.034,,-,Nothing exists,-0.008,
2017-09,3317.572,,2878.473,,246.237,,214.080,,213.514,,0.566,,32.157,,31.980,,0.177,,3071.335,,2608.660,,7.349,,8.903,,3.455,,6.462,,6.488,,-0.026,,-3.007,,-3.001,,-0.006,,3.894,,5.847,,2375.977,,269.631,,2106.346,,232.683,,17.890,,462.675,,257.002,,22.443,,234.559,,205.673,,-,Nothing exists,1.614,,6.619,,0.243,,6.376,,-0.772,,-0.091,,-1.953,,-1.203,,-0.414,,-0.789,,-0.750,,-,Nothing exists,-0.015,
2017-10,3326.103,,2887.292,,248.019,,215.279,,214.677,,0.602,,32.740,,32.557,,0.183,,3078.084,,2616.667,,8.581,,8.819,,1.782,,1.199,,1.163,,0.036,,0.583,,0.577,,0.006,,6.799,,8.032,,2383.438,,270.893,,2112.545,,233.229,,17.797,,461.417,,256.620,,22.654,,233.966,,204.797,,-,Nothing exists,1.607,,7.411,,1.262,,6.149,,0.621,,-0.093,,-1.233,,-0.332,,0.211,,-0.543,,-0.901,,-,Nothing exists,-0.007,
2017-11,3343.670,,2899.847,,248.031,,215.425,,214.919,,0.506,,32.606,,31.898,,0.708,,3095.639,,2636.300,,17.652,,12.640,,0.097,,0.221,,0.317,,-0.096,,-0.124,,-0.649,,0.525,,17.555,,17.848,,2397.668,,274.408,,2123.260,,238.632,,17.755,,459.339,,255.362,,22.763,,232.599,,203.977,,-,Nothing exists,1.607,,12.445,,3.480,,8.965,,5.403,,-0.042,,-0.293,,0.527,,0.144,,0.383,,-0.820,,-,Nothing exists,-,Nothing exists
2017-12,3332.586,,2894.386,,241.651,,210.946,,210.611,,0.335,,30.705,,30.317,,0.388,,3090.935,,2640.044,,-11.084,,-5.511,,-6.380,,-4.479,,-4.308,,-0.171,,-1.901,,-1.581,,-0.320,,-4.704,,3.629,,2399.492,,273.545,,2125.947,,240.552,,17.381,,450.891,,253.966,,22.505,,231.461,,196.925,,-,Nothing exists,1.694,,1.659,,-0.863,,2.522,,1.970,,-0.374,,-8.333,,-1.281,,-0.258,,-1.023,,-7.052,,-,Nothing exists,0.087,
2018-01,3339.305,,2905.219,,249.692,,217.392,,216.781,,0.611,,32.300,,31.931,,0.369,,3089.613,,2645.195,,6.854,,10.968,,8.006,,6.451,,6.135,,0.316,,1.555,,1.614,,-0.059,,-1.152,,4.741,,2405.652,,274.808,,2130.844,,239.543,,17.410,,444.418,,250.855,,21.979,,228.876,,193.563,,-,Nothing exists,1.528,,5.705,,1.553,,4.152,,-0.964,,-0.001,,-5.893,,-2.486,,-0.476,,-2.010,,-3.407,,-,Nothing exists,-0.136,
2018-02,3338.328,,2910.760,,247.601,,219.824,,219.270,,0.554,,27.777,,27.139,,0.638,,3090.727,,2650.405,,-0.977,,5.541,,-2.091,,2.432,,2.489,,-0.057,,-4.523,,-4.792,,0.269,,1.114,,5.000,,2414.089,,275.070,,2139.019,,236.316,,17.454,,440.322,,250.262,,21.907,,228.355,,190.060,,-,Nothing exists,1.525,,8.227,,0.262,,7.965,,-3.227,,-0.011,,-3.886,,-0.383,,-0.072,,-0.311,,-3.503,,-,Nothing exists,-0.003,
2018-03,3342.540,,2919.916,,253.501,,225.620,,224.905,,0.715,,27.881,,27.641,,0.240,,3089.039,,2653.281,,4.212,,9.156,,5.900,,5.826,,5.665,,0.161,,0.074,,0.472,,-0.398,,-1.688,,2.886,,2419.492,,275.247,,2144.245,,233.789,,17.356,,435.758,,247.878,,22.056,,225.822,,187.880,,-,Nothing exists,1.552,,5.413,,0.177,,5.236,,-2.527,,-0.098,,-4.574,,-2.394,,0.149,,-2.543,,-2.180,,-,Nothing exists,0.027,
2018-04,3348.521,,2926.920,,253.990,,222.985,,222.085,,0.900,,31.005,,30.284,,0.721,,3094.531,,2664.561,,6.411,,7.049,,0.534,,-2.590,,-2.775,,0.185,,3.124,,2.643,,0.481,,5.877,,11.665,,2428.610,,277.096,,2151.514,,235.951,,17.278,,429.970,,245.941,,21.878,,224.063,,184.029,,-,Nothing exists,1.541,,9.118,,1.849,,7.269,,2.547,,-0.078,,-5.788,,-1.937,,-0.178,,-1.759,,-3.851,,-,Nothing exists,-0.011,
2018-05,3349.980,,2928.857,,254.496,,226.613,,225.384,,1.229,,27.883,,26.774,,1.109,,3095.484,,2667.736,,10.359,,10.837,,0.506,,3.628,,3.299,,0.329,,-3.122,,-3.510,,0.388,,9.853,,12.425,,2431.186,,270.755,,2160.431,,236.550,,17.274,,427.748,,245.513,,21.933,,223.580,,182.235,,-,Nothing exists,1.547,,11.826,,2.559,,9.267,,0.599,,-0.004,,-2.572,,-0.778,,0.055,,-0.833,,-1.794,,-,Nothing exists,0.006,
2018-06,3361.750,,2942.154,,257.012,,229.826,,228.882,,0.944,,27.186,,26.281,,0.905,,3104.738,,2681.380,,11.770,,13.297,,2.516,,3.213,,3.498,,-0.285,,-0.697,,-0.493,,-0.204,,9.254,,13.594,,2443.298,,275.262,,2168.036,,238.082,,17.204,,423.358,,243.693,,21.002,,222.691,,179.665,,-,Nothing exists,1.497,,12.062,,4.452,,7.610,,1.532,,-0.070,,-4.340,,-1.770,,-0.931,,-0.839,,-2.570,,-,Nothing exists,-0.050,
2018-07,3367.972,,2950.094,,256.719,,225.403,,224.658,,0.745,,31.316,,29.827,,1.489,,3111.253,,2692.526,,6.222,,7.940,,-0.293,,-4.508,,-4.309,,-0.199,,4.215,,3.631,,0.584,,6.515,,9.891,,2454.603,,277.749,,2176.854,,237.923,,17.044,,418.727,,241.006,,20.253,,220.753,,177.721,,-,Nothing exists,1.491,,10.050,,2.462,,7.588,,-0.159,,-0.160,,-3.376,,-1.432,,-0.724,,-0.708,,-1.944,,-,Nothing exists,-0.006,
2018-08,3368.518,,2956.991,,250.506,,223.882,,223.114,,0.768,,26.624,,25.744,,0.880,,3118.012,,2700.583,,0.741,,7.092,,-6.203,,-1.511,,-1.534,,0.023,,-4.692,,-4.083,,-0.609,,6.944,,8.227,,2467.515,,279.296,,2188.219,,233.068,,17.042,,417.429,,240.618,,21.101,,219.517,,176.811,,-,Nothing exists,1.327,,13.082,,1.557,,11.525,,-4.855,,-0.002,,-1.283,,-0.373,,0.848,,-1.221,,-0.910,,-,Nothing exists,0.011,
2018-09,3383.982,,2971.920,,255.862,,232.299,,231.561,,0.738,,23.563,,22.479,,1.084,,3128.120,,2711.051,,15.464,,14.929,,5.581,,8.642,,8.672,,-0.030,,-3.061,,-3.265,,0.204,,9.883,,10.288,,2476.910,,280.062,,2196.848,,234.141,,16.942,,417.069,,240.970,,20.493,,220.477,,176.099,,-,Nothing exists,1.323,,9.215,,0.541,,8.674,,1.073,,-0.100,,-0.405,,0.307,,-0.608,,0.915,,-0.712,,-,Nothing exists,-0.004,
2018-10,3384.436,,2977.258,,252.648,,228.015,,227.374,,0.641,,24.633,,24.688,,-0.055,,3131.788,,2718.660,,0.454,,5.338,,-4.754,,-5.824,,-5.727,,-0.097,,1.070,,2.209,,-1.139,,5.208,,9.149,,2484.523,,279.663,,2204.860,,234.137,,16.601,,413.128,,240.673,,20.151,,220.522,,172.455,,-,Nothing exists,1.295,,9.153,,0.976,,8.177,,-0.004,,-0.341,,-3.941,,-0.297,,-0.342,,0.045,,-3.644,,-,Nothing exists,-0.028,
2018-11,3397.322,,2992.197,,251.745,,227.885,,227.366,,0.519,,23.860,,23.597,,0.263,,3145.577,,2732.725,,12.886,,14.939,,-0.883,,-0.110,,0.012,,-0.122,,-0.773,,-1.091,,0.318,,13.769,,14.045,,2500.303,,284.225,,2216.078,,232.422,,16.575,,412.852,,240.931,,20.035,,220.896,,171.921,,-,Nothing exists,1.293,,15.760,,4.552,,11.208,,-1.715,,-0.026,,-0.276,,0.258,,-0.116,,0.374,,-0.534,,-,Nothing exists,-0.002,
2018-12,3394.464,,2990.415,,249.512,,228.013,,227.622,,0.391,,21.499,,21.695,,-0.196,,3144.952,,2732.836,,-2.858,,-1.782,,-2.233,,0.128,,0.256,,-0.128,,-2.361,,-1.902,,-0.459,,-0.625,,0.111,,2499.397,,282.600,,2216.797,,233.439,,16.522,,412.116,,241.701,,19.733,,221.968,,170.415,,-,Nothing exists,1.443,,-0.906,,-1.625,,0.719,,1.017,,-0.053,,-0.736,,0.770,,-0.302,,1.072,,-1.506,,-,Nothing exists,0.150,
2019-01,3405.269,,3003.507,,255.821,,230.830,,230.313,,0.517,,24.991,,24.524,,0.467,,3149.448,,2738.351,,10.805,,13.092,,6.309,,2.817,,2.691,,0.126,,3.492,,2.829,,0.663,,4.496,,5.590,,2507.301,,283.092,,2224.209,,231.050,,16.483,,411.097,,241.369,,19.331,,222.038,,169.728,,-,Nothing exists,1.288,,7.979,,0.492,,7.487,,-2.389,,-0.039,,-1.094,,-0.407,,-0.402,,-0.005,,-0.687,,-,Nothing exists,-0.155,
2019-02,3413.576,,3014.226,,257.610,,235.393,,234.860,,0.533,,22.217,,22.432,,-0.215,,3155.966,,2746.413,,8.307,,10.719,,1.789,,4.563,,4.547,,0.016,,-2.774,,-2.092,,-0.682,,6.518,,8.012,,2516.095,,284.220,,2231.875,,230.318,,16.483,,409.553,,240.839,,18.923,,221.916,,168.714,,-,Nothing exists,1.288,,8.744,,1.128,,7.616,,-0.732,,-,Nothing exists,-1.494,,-0.480,,-0.408,,-0.072,,-1.014,,-,Nothing exists,-,Nothing exists
2019-03,3424.960,,3026.285,,261.560,,240.997,,240.405,,0.592,,20.563,,20.181,,0.382,,3163.400,,2755.815,,10.934,,12.039,,4.065,,5.719,,5.660,,0.059,,-1.654,,-2.251,,0.597,,6.869,,8.791,,2525.303,,286.623,,2238.680,,230.512,,16.329,,407.585,,240.396,,18.661,,221.735,,167.189,,-,Nothing exists,1.292,,9.073,,2.129,,6.944,,-0.282,,-0.154,,-1.922,,-0.443,,-0.262,,-0.181,,-1.479,,-,Nothing exists,0.004,
2019-04,3428.921,,3034.904,,256.328,,234.972,,234.311,,0.661,,21.356,,20.958,,0.398,,3172.593,,2769.856,,3.841,,8.499,,-4.727,,-5.520,,-5.589,,0.069,,0.793,,0.777,,0.016,,8.568,,13.416,,2539.809,,291.347,,2248.462,,230.047,,16.236,,402.737,,239.826,,18.426,,221.400,,162.911,,-,Nothing exists,1.289,,13.881,,4.499,,9.382,,-0.465,,-0.093,,-4.848,,-0.570,,-0.235,,-0.335,,-4.278,,-,Nothing exists,-0.003,
2019-05,3445.589,,3049.682,,257.288,,236.604,,235.697,,0.907,,20.684,,20.098,,0.586,,3188.301,,2785.752,,16.668,,14.778,,0.960,,1.632,,1.386,,0.246,,-0.672,,-0.860,,0.188,,15.708,,15.966,,2554.773,,293.709,,2261.064,,230.979,,16.255,,402.549,,239.114,,18.240,,220.874,,163.435,,-,Nothing exists,1.283,,15.034,,2.362,,12.672,,0.932,,0.019,,-0.258,,-0.782,,-0.186,,-0.596,,0.524,,-,Nothing exists,-0.006,
2019-06,3467.116,,3067.244,,271.303,,249.820,,249.188,,0.632,,21.483,,20.767,,0.716,,3195.813,,2795.199,,21.527,,17.562,,14.015,,13.216,,13.491,,-0.275,,0.799,,0.669,,0.130,,7.512,,9.447,,2560.333,,294.275,,2266.058,,234.866,,16.235,,400.614,,236.956,,17.943,,219.013,,163.658,,-,Nothing exists,1.250,,5.560,,0.566,,4.994,,3.887,,-0.020,,-1.935,,-2.158,,-0.297,,-1.861,,0.223,,-,Nothing exists,-0.033,
2019-07,3476.123,,3075.305,,270.272,,243.765,,243.152,,0.613,,26.507,,24.868,,1.639,,3205.851,,2807.696,,9.157,,8.211,,-1.031,,-6.055,,-6.036,,-0.019,,5.024,,4.101,,0.923,,10.188,,12.872,,2571.905,,295.152,,2276.753,,235.791,,15.835,,398.155,,235.380,,17.405,,217.975,,162.775,,-,Nothing exists,1.240,,11.722,,1.027,,10.695,,1.150,,-0.400,,-2.684,,-1.576,,-0.538,,-1.038,,-1.108,,-,Nothing exists,-0.010,
2019-08,3491.677,,3087.417,,266.214,,238.819,,238.342,,0.477,,27.395,,24.994,,2.401,,3225.463,,2825.727,,15.554,,12.112,,-4.198,,-5.086,,-4.950,,-0.136,,0.888,,0.126,,0.762,,19.752,,18.171,,2588.881,,298.332,,2290.549,,236.846,,15.852,,399.736,,235.200,,17.398,,217.802,,164.536,,-,Nothing exists,1.246,,17.116,,3.300,,13.816,,1.055,,0.017,,1.581,,-0.180,,-0.007,,-0.173,,1.761,,-,Nothing exists,0.006,
2019-09,3499.795,,3094.685,,269.212,,246.131,,245.559,,0.572,,23.081,,19.874,,3.207,,3230.583,,2830.972,,8.118,,7.268,,3.063,,7.377,,7.282,,0.095,,-4.314,,-5.120,,0.806,,5.055,,4.800,,2594.074,,297.242,,2296.832,,236.898,,15.778,,399.611,,235.178,,17.012,,218.166,,164.433,,-,Nothing exists,1.240,,4.748,,-0.740,,5.488,,0.052,,-0.074,,0.255,,0.358,,-0.371,,0.729,,-0.103,,-,Nothing exists,-0.006,
2019-10,3506.675,,3104.654,,261.600,,237.147,,236.539,,0.608,,24.453,,21.620,,2.833,,3245.075,,2849.490,,6.930,,10.019,,-7.432,,-8.804,,-8.840,,0.036,,1.372,,1.746,,-0.374,,14.362,,18.388,,2611.020,,299.695,,2311.325,,238.470,,15.902,,395.585,,235.475,,16.901,,218.574,,160.110,,-,Nothing exists,1.238,,16.816,,2.413,,14.403,,1.572,,0.124,,-4.026,,0.297,,-0.111,,0.408,,-4.323,,-,Nothing exists,-0.002,
2019-11,3523.462,,3121.328,,262.598,,239.804,,239.220,,0.584,,22.794,,20.118,,2.676,,3260.864,,2864.339,,16.787,,16.674,,0.913,,2.572,,2.596,,-0.024,,-1.659,,-1.502,,-0.157,,15.874,,14.934,,2624.383,,301.551,,2322.832,,239.956,,15.926,,396.525,,237.607,,17.639,,219.968,,158.918,,-,Nothing exists,1.196,,13.448,,1.896,,11.552,,1.486,,0.024,,0.940,,2.132,,0.738,,1.394,,-1.192,,-,Nothing exists,-0.042,
2019-12,3521.535,,3119.504,,260.438,,238.838,,238.407,,0.431,,21.600,,18.739,,2.861,,3261.097,,2866.932,,-1.927,,-1.824,,-2.020,,-0.826,,-0.673,,-0.153,,-1.194,,-1.379,,0.185,,0.093,,2.453,,2626.440,,301.319,,2325.121,,240.492,,15.732,,394.165,,235.918,,17.150,,218.768,,158.247,,-,Nothing exists,1.535,,1.917,,-0.207,,2.124,,0.536,,-0.194,,-2.360,,-1.689,,-0.489,,-1.200,,-0.671,,-,Nothing exists,0.339,
2020-01,3528.389,,3126.046,,261.504,,236.291,,235.675,,0.616,,25.213,,22.577,,2.636,,3266.885,,2874.228,,6.779,,6.467,,1.066,,-2.547,,-2.732,,0.185,,3.613,,3.838,,-0.225,,5.713,,7.221,,2631.795,,300.022,,2331.773,,242.433,,15.698,,392.657,,235.999,,17.016,,218.983,,156.658,,-,Nothing exists,1.227,,5.280,,-1.372,,6.652,,1.941,,-0.034,,-1.508,,0.081,,-0.134,,0.215,,-1.589,,-,Nothing exists,-0.308,
2020-02,3544.711,,3142.253,,264.801,,240.005,,239.321,,0.684,,24.796,,20.832,,3.964,,3279.910,,2888.905,,16.322,,16.207,,3.297,,3.714,,3.646,,0.068,,-0.417,,-1.745,,1.328,,13.025,,14.677,,2646.423,,302.464,,2343.959,,242.482,,15.683,,391.005,,235.677,,17.158,,218.519,,155.328,,-,Nothing exists,1.230,,14.628,,2.442,,12.186,,0.049,,-0.015,,-1.652,,-0.322,,0.142,,-0.464,,-1.330,,-,Nothing exists,0.003,
2020-03,3579.985,,3174.328,,288.379,,261.930,,261.090,,0.840,,26.449,,22.209,,4.240,,3291.606,,2892.226,,35.274,,32.075,,23.578,,21.925,,21.769,,0.156,,1.653,,1.377,,0.276,,11.696,,3.321,,2654.770,,304.522,,2350.248,,237.456,,15.632,,399.380,,236.259,,17.183,,219.076,,163.121,,-,Nothing exists,1.223,,8.347,,2.058,,6.289,,-5.026,,-0.051,,8.375,,0.582,,0.025,,0.557,,7.793,,-,Nothing exists,-0.007,
2020-04,3594.346,,3185.498,,285.044,,255.640,,254.929,,0.711,,29.404,,22.870,,6.534,,3309.302,,2908.017,,14.361,,11.170,,-3.335,,-6.290,,-6.161,,-0.129,,2.955,,0.661,,2.294,,17.696,,15.936,,2671.328,,307.237,,2364.091,,236.689,,15.877,,401.285,,236.371,,17.266,,219.105,,164.914,,-,Nothing exists,1.262,,16.703,,2.715,,13.988,,-0.767,,0.245,,1.760,,-0.033,,0.083,,-0.116,,1.793,,-,Nothing exists,0.039,
2020-05,3620.918,,3204.370,,285.342,,254.277,,253.211,,1.066,,31.065,,22.009,,9.056,,3335.576,,2931.717,,24.072,,16.372,,-2.202,,-3.863,,-4.218,,0.355,,1.661,,-0.861,,2.522,,26.274,,23.655,,2692.867,,310.690,,2382.177,,238.850,,18.081,,403.859,,236.283,,17.418,,218.865,,167.576,,-,Nothing exists,1.271,,21.494,,3.453,,18.041,,2.161,,2.204,,2.619,,-0.043,,0.152,,-0.195,,2.662,,-,Nothing exists,0.009,
2020-06,3621.093,,3206.825,,278.917,,248.470,,247.621,,0.849,,30.447,,23.275,,7.172,,3342.176,,2939.778,,0.175,,2.455,,-6.415,,-5.797,,-5.580,,-0.217,,-0.618,,1.266,,-1.884,,6.590,,7.896,,2701.407,,310.793,,2390.614,,238.371,,19.645,,402.398,,234.522,,17.097,,217.425,,167.876,,-,Nothing exists,1.189,,8.375,,0.013,,8.362,,-0.479,,1.539,,-1.306,,-1.606,,-0.321,,-1.285,,0.300,,-,Nothing exists,-0.057,
2020-07,3625.682,,3217.351,,274.819,,243.359,,242.582,,0.777,,31.460,,24.210,,7.250,,3350.863,,2953.198,,4.589,,10.526,,-5.888,,-6.901,,-6.829,,-0.072,,1.013,,0.935,,0.078,,10.477,,15.210,,2715.700,,312.451,,2403.249,,237.498,,21.026,,397.665,,234.859,,16.712,,218.147,,162.806,,-,Nothing exists,1.203,,16.083,,1.628,,14.455,,-0.873,,0.911,,-4.733,,0.337,,-0.385,,0.722,,-5.070,,-,Nothing exists,0.014,
2020-08,3629.662,,3219.749,,265.627,,237.653,,236.877,,0.776,,27.974,,19.352,,8.622,,3364.035,,2967.322,,3.970,,2.388,,-7.542,,-4.056,,-4.055,,-0.001,,-3.486,,-4.858,,1.372,,11.512,,12.554,,2729.125,,313.133,,2415.992,,238.197,,21.317,,396.713,,234.395,,16.680,,217.715,,162.318,,-,Nothing exists,1.197,,11.855,,0.652,,11.203,,0.699,,0.291,,-1.042,,-0.554,,-0.072,,-0.482,,-0.488,,-,Nothing exists,-0.006,
2020-09,3634.245,,3224.602,,261.920,,231.982,,231.272,,0.710,,29.938,,22.259,,7.679,,3372.325,,2975.996,,4.583,,4.853,,-3.677,,-5.641,,-5.575,,-0.066,,1.964,,2.907,,-0.943,,8.260,,8.644,,2737.372,,313.144,,2424.228,,238.624,,21.466,,396.329,,233.699,,16.247,,217.452,,162.630,,-,Nothing exists,1.207,,8.217,,-0.004,,8.221,,0.427,,0.149,,-0.384,,-0.696,,-0.433,,-0.263,,0.312,,-,Nothing exists,0.010,
2020-10,3651.102,,3237.831,,261.034,,229.452,,228.705,,0.747,,31.582,,23.335,,8.247,,3390.068,,2991.509,,16.547,,12.919,,-0.886,,-2.550,,-2.587,,0.037,,1.664,,1.096,,0.568,,17.433,,14.618,,2751.799,,313.206,,2438.593,,239.710,,21.558,,398.559,,233.992,,15.902,,218.090,,164.567,,-,Nothing exists,1.211,,13.532,,0.067,,13.465,,1.086,,0.052,,2.815,,0.878,,-0.350,,1.228,,1.937,,-,Nothing exists,0.004,
